2019-02-28-17-31-47-288265,0,0.67679292
2019-02-28-17-31-47-300156,0,0.668504715
2019-02-28-17-31-47-365706,0,0.651928365
2019-02-28-17-31-47-435148,0,0.618775606
2019-02-28-17-31-47-498146,0,0.544181943
2019-02-28-17-31-47-561574,0,0.436403453
2019-02-28-17-31-47-626295,0,0.336945236
2019-02-28-17-31-47-687403,0,0.262351573
2019-02-28-17-31-47-745683,0,0.237487003
2019-02-28-17-31-47-803922,0,0.229198828
2019-02-28-17-31-47-869742,0,0.220910639
2019-02-28-17-31-47-938504,0,0.196046084
2019-02-28-17-31-47-997672,0,0.17118153
2019-02-28-17-31-48-062534,0,0.129740611
2019-02-28-17-31-48-123617,0,0.104876056
2019-02-28-17-31-48-185181,0,0.104876056
2019-02-28-17-31-48-246413,0,0.104876056
2019-02-28-17-31-48-312257,0,0.104876056
2019-02-28-17-31-48-370678,0,0.104876056
2019-02-28-17-31-48-440705,0,0.104876056
2019-02-28-17-31-48-502103,0,0.104876056
2019-02-28-17-31-48-569965,0,0.104876056
2019-02-28-17-31-48-638942,0,0.104876056
2019-02-28-17-31-48-706013,0,0.104876056
2019-02-28-17-31-48-779905,0,0.104876056
2019-02-28-17-31-48-846868,0,0.104876056
2019-02-28-17-31-48-914727,0,0.104876056
2019-02-28-17-31-48-982915,0,0.104876056
2019-02-28-17-31-49-049204,0,0.104876056
2019-02-28-17-31-49-107849,0,0.104876056
2019-02-28-17-31-49-168593,0,0.104876056
2019-02-28-17-31-49-233116,0,0.104876056
2019-02-28-17-31-49-300752,0,0.104876056
2019-02-28-17-31-49-359415,0,0.104876056
2019-02-28-17-31-49-427233,0,0.104876056
2019-02-28-17-31-49-489059,0,0.104876056
2019-02-28-17-31-49-550299,0,0.104876056
2019-02-28-17-31-49-612970,0,0.104876056
2019-02-28-17-31-49-677710,0,0.104876056
2019-02-28-17-31-49-738569,0,0.104876056
2019-02-28-17-31-49-803369,0,0.154605165
2019-02-28-17-31-49-866726,0,0.154605165
2019-02-28-17-31-49-937228,0,0.154605165
2019-02-28-17-31-50-002120,0,0.154605165
2019-02-28-17-31-50-059792,0,0.154605165
2019-02-28-17-31-50-131767,0,0.154605165
2019-02-28-17-31-50-197112,0,0.154605165
2019-02-28-17-31-50-254164,0,0.154605165
2019-02-28-17-31-50-286955,0,0.154605165
2019-02-28-17-31-50-294129,0,0.154605165
2019-02-28-17-31-50-301775,0,0.154605165
2019-02-28-17-31-50-313654,0,0.154605165
2019-02-28-17-31-50-322564,0,0.154605165
2019-02-28-17-31-50-330576,0,0.154605165
2019-02-28-17-31-50-362369,0,0.154605165
2019-02-28-17-31-50-370936,0,0.154605165
2019-02-28-17-31-50-379060,0,0.154605165
2019-02-28-17-31-50-388621,0,0.154605165
2019-02-28-17-31-50-399037,0,0.154605165
2019-02-28-17-31-50-409083,0,0.154605165
